x,y
0.6696842973312989,4.157944711174733
-0.7904077912602605,0.9968093117919803
0.4892809633590356,1.5324706015879614
-0.2789983274874286,1.305450092301871
-0.2813783243838561,0.7366741391509722
0.21847676123630344,4.286885275993063
-0.2124408978234973,-0.6398449215147091
-0.18185478027820268,1.8087235542593443
0.01980481917921284,3.0965548898067747
0.4202959866541469,2.465022662010264
0.9210524504113347,7.447478107878832
-0.08675778212212548,-0.040813803273423876
-0.14469695787678205,0.09801230313064246
-0.7730725977600592,-0.15112627716841592
-0.5642022613069517,2.124685641815529
0.9149441381358348,16.35038783415175
0.8867014408087901,8.799468739494973
0.7636485623129954,6.078396460850141
0.2928211248067869,1.9551805021267932
-0.5723503757387829,0.6312420520422115
0.27366402761367836,2.5839469557706765
-0.721707496030193,-0.8534907285792666
-0.08259185938927494,-1.2732743288458392
0.7477263703126364,5.645928527098751
-0.48309938826585275,-0.5955992541995541
0.3297021955250632,1.4843167368052854
0.7253486720739186,5.542929927173677
-0.7023038739115621,-0.6209815180530985
0.1258999163179464,-0.30151488230278
-0.6816894723737046,1.9112573225544522
-0.6542101468354018,-0.20618183793319245
-0.7919540780195378,-0.7927848341331354
-0.5941248139996658,0.02725932641221973
-0.08962140655422424,1.6647411849502651
0.5891498324564339,1.1519764172626568
0.9816453619615633,11.078336587567879
0.6100344011609045,2.9379806719712103
-0.2451691885671552,-0.10294580035951328
0.03147485124367888,5.607849835090187
-0.8822021572558452,-2.3785121365647495
0.4221913724060573,2.7069458805328654
-0.8549843732047278,2.0836215703048766
0.7652231638597595,6.0123287113970685
0.4521156371331172,2.584932443657127
0.6667324248835118,5.3084999285358885
0.4204613676592348,3.38355828857524
0.3948598364083835,2.8939910223114356
0.8602056068163451,7.810848229130552
0.763345497714566,3.0673392704662534
-0.8100560334070839,-1.3483283351071793
-0.08700716552519516,-0.867616943479071
-0.014553016286711795,-0.856393995527325
-0.7820529921283357,-1.7574147637129909
-0.6925310782765006,-1.0046575626097458
0.9685680666130225,9.545086693717272
-0.4568796925761027,0.6857244326455907
0.7943037732487428,6.978996974319095
-0.6715307089518305,-0.08155135808608992
-0.7352834105229391,-4.064446995515393
-0.36529319466136134,0.17419517111583238
-0.38515488234875517,1.029180829549019
-0.15588962649119864,1.7885597030389413
-0.3380072183984675,2.2078367764782647
0.13615074584249376,-5.534886927679628
-0.8094306768777031,2.6813276438141203
0.5959549697023767,3.544389522487
-0.46268725904414376,-1.205314249022262
0.822829825844724,2.910532960912252
0.8034879593317157,5.878758105238729
-0.9682843992974723,-1.750983054176795
0.7073644919645194,4.735443303003674
0.3512123473401101,1.82263096626094
-0.9246394153419837,-4.383399272278345
-0.38210433435475344,1.687326610639779
0.12849898402434445,2.274634259829627
0.18815525890558482,0.8430181889357079
0.3616268155876452,6.186359828004321
0.2648636500043471,1.8189834046910487
0.877404979084135,2.9407840339576383
0.47423918548196187,7.745643112299903
0.48971102012952494,0.3444267181486569
-0.7822288094191183,-0.414157881952945
-0.012729454800561202,2.02220356297239
0.7335020721443497,4.982867906206208
-0.9634897846340964,0.04287197614935767
-0.6341925585188677,-0.7372874938938696
-0.7746402438295243,-0.3433074964772526
0.7065953184236373,8.43481135331951
-0.9030917023955498,2.965999168350722
-0.001142209679457773,0.6509762901804352
0.006179737983729394,2.063655239557313
0.5294542701117346,3.711675668101795
-0.305042166221835,0.10638561684146208
0.8628378638128198,7.240139826721822
-0.4015881683559517,-1.7169852511638728
0.102258967553152,3.22559833688545
-0.8848894808049577,-1.5801115241859474
0.19061360480105116,1.133084071484927
0.2860883020006202,2.3048516355613113
0.4823880651651733,3.440446779045018
-0.8021746991782623,-0.08349627353294342
-0.3104488135831307,0.29236947655829704
0.3785080578883293,1.7186237049470585
-0.6356759758973547,-2.175710367535915
-0.9949175145592744,-3.7338973034381615
-0.4648916715725473,1.7154229573221342
0.39825528932834486,2.8577597739175875
-0.16213120663481106,2.6035284836989105
-0.36185008721131173,1.4737840173638674
-0.5756107090033509,-1.450641840962322
-0.373949553572001,-0.9160792375962954
-0.25912022281119595,0.12629032738452006
-0.7358346416530706,4.032433924715169
0.35459896158165205,3.985404172717306
0.019613442543943593,0.06976767938499717
0.7148521401773142,5.657559824069368
-0.9992724496590601,-1.4134392070984148
0.5582899976989255,3.44598702861423
0.5845903557928747,0.773182482053318
-0.8717207048861333,-0.8715884611639609
-0.13996196090080248,0.7641617991641892
-0.30695128418518713,0.07646586990789078
0.683350484732812,7.062325966777101
-0.031750909788361925,0.9648203757503451
-0.48243953305207854,0.2292640779815466
-0.7661487890630456,-0.31423868962407037
0.23228751603053643,1.7362864240438711
-0.2965400683495272,-0.16560700918016535
0.026915520713488572,2.934939579524644
-0.27493541387415,0.47421611758339427
0.9613513312465463,9.1094515807594
-0.1886282451721506,0.8154093133935152
0.6067879365696378,3.994222286967429
0.3536410087780941,2.7633613920233784
-0.4636878742300823,0.4144913168943409
0.0018359037694546387,-4.744209844563194
-0.1901680215151509,0.4082132525244113
0.45649931471582494,2.9172029448730044
-0.2735798895678734,0.4679408183002499
0.7555996744230578,6.664421451474536
-0.0785901971593872,-1.9393536347832399
0.871633726082786,6.932196959552456
0.7003793001207754,5.02332130934119
-0.3701188899869552,-1.715534608678427
-0.029157494580361654,1.323762502362284
-0.1908059068593977,-0.6541294732953217
0.9730438966088295,9.113373873950431
-0.06484961947688661,0.8782297271573979
-0.3239527033323808,-0.7085722819253528
-0.10306226079248249,-0.5381958403784406
